I#	607|Skeletal Muscle cell lysate 1st expt	608|Skeletal Muscle cell supnt 1st expt	609|Skeletal Muscle cell lysate 1st expt	610|Skeletal Muscle cell supnt 1st expt	611|Skeletal Muscle cell lysate 1st expt	612|Skeletal Muscle cell supnt 1st expt	613|Skeletal Muscle cell lysate 2nd expt	614|Skeletal Muscle cell supnt 2nd expt	615|Skeletal Muscle cell lysate 2nd expt	616|Skeletal Muscle cell supnt 2nd expt	617|Skeletal Muscle cell lysate 2nd expt	618|Skeletal Muscle cell supnt 2nd expt
ERGIC1	nan	nan	nan	nan	nan	nan	nan	nan	0.0862010350493	nan	nan	nan
RPL15	-0.0816137655537	nan	nan	nan	nan	nan	0.20589610144	nan	-0.102993993323	nan	0.0174170530774	nan
DBI	0.133563525741	nan	0.0648828515849	nan	0.0454429707612	nan	0.226003674889	nan	0.30757280191	nan	-0.132247798298	nan
PHPT1	nan	nan	0.659924558402	nan	nan	nan	nan	nan	nan	nan	nan	nan
RAB10	nan	nan	nan	nan	nan	nan	0.432454552356	nan	0.0424567992429	nan	0.106249498279	nan
CPNE1	nan	nan	nan	nan	nan	nan	0.155212649921	nan	nan	nan	0.142417044616	nan
UFM1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0335695326937	nan
SOD1	0.151858816727	nan	0.0342157153379	nan	0.17248751551	nan	nan	nan	nan	nan	nan	nan
HIST1H4D	-1.04990490583	nan	nan	nan	-1.04692104739	nan	0.275786313243	nan	0.155212649921	nan	-0.171206827418	nan
MAPRE1	nan	nan	nan	nan	nan	nan	-0.150559676575	nan	nan	nan	nan	nan
TNS2	0.250961573533	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PSMA6	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.184424571137	nan
ALDH1B1	nan	nan	nan	nan	nan	nan	0.461958546666	nan	-0.144046369617	nan	nan	nan
ACAT2	0.17887395817	nan	-0.0469210473875	nan	1.25096157353	nan	0.3789444967	nan	0.161653263479	nan	nan	nan
BASP1	nan	nan	nan	nan	nan	nan	0.118726938571	nan	-0.0662614422687	nan	-0.0690146779152	nan
FSTL1	nan	nan	nan	nan	-0.123433941248	0.924125133025	nan	nan	nan	nan	nan	nan
MYH9	-0.060397279644	nan	0.0482361856528	nan	0.263034405834	nan	-0.334568275666	nan	-0.0285691521968	nan	-0.470927257475	nan
-	nan	nan	nan	nan	nan	nan	0.168122758808	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.32553934844	nan	nan	nan	nan	nan
EIF3M	-0.0528949484321	nan	0.0690146779152	nan	0.0100636833447	nan	0.214240225573	nan	-0.167357927739	nan	0.0740005814438	nan
ARPC2	-0.120294233718	nan	-0.22263289055	nan	-0.0188780102057	nan	nan	nan	nan	nan	nan	nan
ATP5A1	-0.126580496565	nan	-0.131313234678	nan	-0.217591435073	nan	0.426625473554	nan	nan	nan	0.261880711217	nan
HSPA4	nan	nan	nan	nan	nan	nan	nan	nan	-0.126972856258	nan	nan	nan
TAGLN2	0.147957881387	nan	0.0398402645318	nan	0.104336659815	nan	0.153606979148	nan	-0.0398402645318	nan	-0.145351385573	nan
KRT14	nan	nan	nan	nan	nan	nan	nan	nan	-3.0241423459	nan	nan	nan
TUBB3	-0.101598140008	nan	-0.0424567992429	nan	-0.107803289535	nan	0.0724827538015	nan	-0.0662614422687	nan	-0.365132593453	nan
RPL23	-0.060397279644	nan	-0.256700472112	nan	-0.145605322247	nan	0.0985055449524	nan	nan	nan	-0.18142064028	nan
RPS3	-0.0262050703474	nan	0.0662614422687	nan	-0.0276749584428	nan	0.263611599297	nan	-0.0172092900322	nan	0.084670323987	nan
CALD1	0.123003954055	nan	0.0840642647885	nan	nan	nan	nan	nan	nan	nan	nan	nan
CAND1	nan	nan	nan	nan	nan	nan	0.30400618689	nan	nan	nan	nan	nan
SOD1	nan	nan	nan	nan	nan	-1.31266517356	nan	nan	nan	nan	nan	nan
RPL7A	nan	nan	nan	nan	nan	nan	-0.00144197417391	nan	0.215914857265	nan	-0.279768421594	nan
ARPC4	nan	nan	nan	nan	nan	nan	-0.088141596869	nan	-0.111031312389	nan	nan	nan
Rpl15	nan	nan	nan	nan	0.0731347046302	nan	nan	nan	nan	nan	nan	nan
FTL	nan	nan	nan	nan	-0.241270431542	nan	nan	nan	nan	nan	nan	nan
PRDX6	nan	nan	0.0648828515849	nan	0.123003954055	nan	nan	nan	nan	nan	0.67346265186	nan
ENO1	nan	nan	nan	nan	nan	nan	nan	0.7249929525	nan	nan	nan	nan
MARCKSL1	0.125651101662	nan	-0.103146927103	nan	0.037030730945	nan	0.187707155127	nan	nan	nan	0.00433459026389	nan
VAMP3	0.463622456852	nan	nan	nan	0.517023672065	nan	0.518701058452	nan	0.0380063225797	nan	nan	nan
ATP5F1	nan	nan	nan	nan	nan	nan	0.219269963524	nan	-0.0894981508391	nan	nan	nan
RAB1B	-0.0409717810563	nan	-0.0969617298871	nan	-0.0469210473875	nan	1.08620103505	nan	nan	nan	0.118726938571	nan
SH3BGRL3	0.107018249882	nan	0.0398402645318	nan	-0.0439433475876	nan	0.115597447016	nan	0.114035243246	nan	-0.0635029423062	nan
-	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0257375614136	nan
11-Sep	nan	nan	nan	nan	nan	nan	nan	nan	0.0484122051852	nan	0.0144995696951	nan
CAND1	nan	nan	nan	nan	-0.55427329665	nan	nan	nan	nan	nan	nan	nan
SRPRB	nan	nan	nan	nan	nan	nan	0.541617995844	nan	nan	nan	nan	nan
IPO9	1.0786098347	nan	-0.783389931258	nan	nan	nan	-0.142740172116	nan	nan	nan	nan	nan
FSCN1	-0.0320936297099	nan	0.0454429707612	nan	0.0243196791954	nan	0.150400988849	nan	0.0923401721467	nan	0.10005101381	nan
DES	nan	nan	nan	nan	nan	0.450084446378	nan	nan	nan	nan	nan	nan
RPN1	-0.202571917848	nan	-0.0188780102057	nan	-0.0831412353002	nan	0.492078535043	nan	0.136061549576	nan	0.244685095955	nan
IQGAP1	-0.0513991525066	nan	nan	nan	nan	nan	0.210896782499	nan	-0.0200576523413	nan	0.0291463456595	nan
COL1A2	nan	nan	nan	nan	nan	0.715485866756	nan	nan	nan	nan	nan	nan
TUBB6	0.171206827418	nan	0.15445359268	nan	0.254594043033	nan	0.104697378667	nan	-0.0524158941511	nan	-0.151858816727	nan
DPY30	nan	nan	nan	nan	-0.0892673380971	nan	0.354759487355	nan	nan	nan	nan	nan
TKT	nan	nan	nan	nan	-0.0484122051852	nan	-0.0648828515849	nan	-0.151858816727	nan	-0.194087052116	nan
MAP4	-0.139235797371	nan	-0.0588936890536	nan	0.0172092900322	nan	nan	nan	nan	nan	nan	nan
ECHS1	nan	nan	nan	nan	nan	nan	nan	nan	0.880975896858	nan	nan	nan
RPL14	nan	nan	nan	nan	nan	nan	0.32553934844	nan	nan	nan	0.0770410357638	nan
DNAJB11	0.267835392098	nan	0.279768421594	nan	0.0922074380971	nan	0.648371670897	nan	nan	nan	nan	nan
SET	0.0840642647885	nan	-0.0831412353002	nan	0.0271540515037	nan	-0.107018249882	nan	-0.365132593453	nan	-0.226508529809	nan
AP3D1	-0.486004020633	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RPS9	0.0426443374085	nan	0.0935601761623	nan	nan	nan	nan	nan	0.0101343771337	nan	nan	nan
EIF4H	nan	nan	nan	nan	nan	nan	nan	nan	-0.207892851641	nan	nan	nan
DES	nan	nan	nan	nan	nan	nan	nan	nan	-0.348232419239	nan	nan	nan
CTSL	nan	nan	nan	nan	5.09203825662	nan	nan	nan	nan	nan	nan	nan
MMP14	0.200378797984	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
IFITM1	0.2533842358	nan	0.404903122145	nan	nan	nan	nan	nan	nan	nan	nan	nan
HSP90B1	-0.268816758428	nan	-0.0218043703183	nan	-0.194294815161	nan	0.109358756037	nan	-0.510961919277	nan	-0.349365277594	nan
HNRNPDL	nan	nan	nan	nan	-0.272297327163	nan	0.227692025042	nan	-0.195347598322	nan	nan	nan
RPL35	0.037030730945	nan	nan	nan	nan	nan	0.263611599297	nan	-0.0593552776164	nan	0.00578235259401	nan
AP2B1	-0.0115879742752	nan	nan	nan	nan	nan	0.263611599297	nan	nan	nan	nan	nan
FIS1	0.0579700686373	nan	-0.0588936890536	nan	0.377401430786	nan	0.163267919541	nan	0.045431429247	nan	nan	nan
CALD1	nan	nan	nan	nan	0.0676387168754	nan	nan	nan	nan	nan	nan	nan
SLC38A2	0.136191386287	nan	0.224040274218	nan	2.85957205682	nan	0.442222328605	nan	0.215914857265	nan	0.272297327163	nan
PSMC6	nan	nan	nan	nan	nan	nan	0.309359421384	nan	nan	nan	nan	nan
ACTB	-0.112474729258	nan	-0.10005101381	nan	-0.0291463456595	nan	nan	nan	-0.0243196791954	nan	-0.169925001442	nan
MARCKS	-0.117161344233	nan	-0.144010302692	nan	-0.16004041251	nan	nan	nan	nan	nan	nan	nan
HSP90AA1	0.0100636833447	nan	-0.00144341686967	nan	-0.0115879742752	nan	-0.0229004021101	nan	-0.0772429989325	nan	-0.132247798298	nan
CAV1	-0.277533975529	nan	-0.0785636691937	nan	0.0143552929771	nan	0.434402824146	nan	0.171368418312	nan	0.101598140008	nan
PCNP	nan	nan	nan	nan	-0.131313234678	nan	nan	nan	nan	nan	1.52284078881	nan
SLC25A6	-0.0938790470029	nan	-0.199255376063	nan	-0.267079617892	nan	0.403541860441	nan	nan	nan	nan	nan
CBX3	0.703986603863	nan	nan	nan	nan	nan	1.24468509595	nan	0.951763814347	nan	nan	nan
ANPEP	nan	nan	nan	nan	nan	nan	0.227692025042	nan	0.229382353344	nan	0.397828209247	nan
HEBP2	nan	nan	nan	nan	-0.00723156923108	nan	nan	nan	nan	nan	nan	nan
ACTR2	0.134878054343	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ACTC1	-0.220950447163	-0.244887059124	-0.128156351491	nan	0.0257375614136	nan	0.0543922968186	nan	-0.111031312389	nan	0.0513991525066	nan
PDIA4	nan	nan	-0.0770410357638	nan	nan	nan	nan	nan	nan	nan	nan	nan
EIF3G	-0.00578235259401	nan	-0.33097323449	nan	0.164786278143	nan	nan	nan	nan	nan	nan	nan
NUCB2	-0.0115879742752	nan	-0.214240225573	nan	-0.212567535483	nan	nan	nan	nan	nan	nan	nan
THBS1	-0.0115879742752	-0.649845352306	nan	nan	nan	-0.969380764942	0.617056130431	0.687334826442	0.215914857265	nan	0.261880711217	-0.246104009884
ITGB1	0.0214797274105	nan	-0.0086822430998	nan	nan	nan	0.371459680737	nan	0.0573916638883	nan	0.174621396107	nan
TFRC	0.00432160595009	nan	0.0867837661421	nan	nan	nan	nan	nan	nan	nan	0.110915901402	nan
G3BP2	-0.155212649921	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
EIF4A1	0.199122642014	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HDGF	0.0342157153379	nan	-0.0247366783215	nan	-0.0291463456595	nan	nan	nan	nan	nan	nan	nan
EEF1A1	0.00863030514344	nan	0.0342157153379	nan	0.0496307677246	nan	0.075520007641	nan	-0.125651101662	nan	nan	nan
CD276	nan	nan	nan	nan	nan	nan	nan	nan	-0.0285691521968	nan	nan	nan
UGGT1	nan	nan	nan	nan	nan	nan	0.147202107181	nan	-0.126972856258	nan	nan	nan
AKR1A1	nan	nan	nan	nan	nan	nan	3.29335894269	nan	nan	nan	nan	nan
KIF5B	0.0648828515849	nan	nan	nan	nan	nan	1.67576543773	nan	nan	nan	nan	nan
CAPZA1	0.349365277594	nan	0.141432790929	nan	0.417920007812	nan	0.227692025042	nan	0.128156351491	nan	nan	nan
SDPR	nan	nan	0.233888060174	nan	-0.136061549576	nan	nan	nan	nan	nan	0.176250639692	nan
EIF2S3	nan	nan	nan	nan	nan	nan	0.107803289535	nan	nan	nan	nan	nan
CCT4	0.0551956542421	nan	-0.0115879742752	nan	-0.0086822430998	nan	0.217591435073	nan	-0.0717626693001	nan	nan	nan
HSPB1	0.102993993323	nan	0.0690146779152	nan	0.00863030514344	nan	nan	nan	-0.0676387168754	nan	0.0	nan
-	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.33097323449	nan
RPL36	nan	nan	nan	nan	nan	nan	0.30400618689	nan	-0.221567788538	nan	nan	nan
GNAI2	nan	nan	0.0129261744443	nan	nan	nan	nan	nan	nan	nan	nan	nan
PRDX2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.278579550458	nan
CSPG4	nan	nan	-0.685013514531	nan	0.212880566344	nan	0.567040592724	nan	0.30400618689	nan	0.397828209247	nan
NT5E	nan	nan	nan	nan	nan	nan	0.486004020633	nan	0.0409717810563	nan	nan	nan
LRPPRC	nan	nan	nan	nan	nan	nan	-0.35727047568	nan	nan	nan	nan	nan
NACA	0.0579700686373	nan	0.186500557644	nan	0.0867837661421	nan	-0.00863030514344	nan	nan	nan	-0.0257375614136	nan
SH3BGRL	nan	nan	-0.0709665213541	nan	0.113700499165	nan	nan	nan	nan	nan	nan	nan
9-Sep	0.0157829972409	nan	nan	nan	nan	nan	0.251538766996	nan	nan	nan	nan	nan
HSPA5	0.00575926928868	nan	-0.055891200892	nan	-0.0954195650787	nan	0.399730246491	nan	0.145605322247	nan	0.248107861596	nan
VIM	nan	nan	nan	nan	nan	0.0649174766813	nan	nan	nan	nan	nan	nan
RPL4	nan	nan	-0.30400618689	nan	nan	nan	nan	nan	nan	nan	nan	nan
RPL5	-0.121863233373	nan	nan	nan	-0.00578235259401	nan	nan	nan	-0.0172092900322	nan	-0.17248751551	nan
POSTN	nan	nan	nan	1.62593428178	nan	0.0543922968186	nan	2.41119543298	nan	nan	nan	1.42275246441
PFN2	0.46048047004	nan	0.503857532577	nan	nan	nan	0.334607228958	nan	0.197599959885	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.531156057025	nan	nan	nan	nan	nan
VIM	nan	nan	nan	nan	-0.502259911391	nan	nan	nan	nan	nan	nan	nan
MYH9	nan	nan	nan	nan	nan	nan	nan	nan	nan	-4.39444554509	nan	nan
COX5B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.650634722406	nan
GSN	0.3196179342	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
TMED9	0.126972856258	nan	0.159629185821	nan	-0.055891200892	nan	1.03209362971	nan	nan	nan	nan	nan
TUFM	0.109694864826	nan	-0.00433459026389	nan	1.95046841415	nan	nan	nan	nan	nan	-0.00432160595009	nan
PDIA6	-0.045431429247	nan	-0.0499049058263	nan	-0.187707155127	nan	0.30400618689	nan	0.0892673380971	nan	0.129733929604	nan
CDKN1C	nan	nan	nan	nan	nan	nan	0.637109357334	nan	nan	nan	nan	nan
-	nan	nan	nan	-1.44360665148	nan	nan	nan	-1.34255474548	nan	-1.73161772284	nan	-1.19029879163
EIF3E	nan	nan	nan	nan	nan	nan	nan	nan	-0.104336659815	nan	nan	nan
TPI1	0.0243196791954	nan	-0.0232697793228	nan	0.12961273813	nan	nan	nan	nan	nan	nan	nan
GLIPR2	nan	nan	0.500802053057	nan	1.13750352375	nan	nan	nan	nan	nan	nan	nan
ANXA5	nan	nan	0.0328061450832	nan	nan	nan	0.327348370672	nan	nan	nan	nan	nan
A2M	-5.2108967825	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
A2M	nan	nan	nan	nan	-5.1584293626	nan	nan	nan	nan	nan	nan	nan
SPTAN1	0.402722176846	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
APP	-0.144010302692	nan	-0.131313234678	nan	-0.114035243246	nan	0.347398782403	nan	0.199255376063	nan	0.251538766996	nan
ATP1A1	nan	nan	nan	nan	nan	nan	0.309359421384	nan	nan	nan	nan	nan
S100A16	-0.0634091701761	nan	5.4069107646	nan	nan	nan	nan	nan	nan	nan	nan	nan
ANXA6	-0.0862010350493	nan	-0.120294233718	nan	-0.204233052218	nan	0.390245037828	nan	0.131313234678	nan	0.202571917848	nan
CCT7	nan	nan	nan	nan	nan	nan	nan	nan	-0.046840254203	nan	nan	nan
TUBB	0.0496307677246	nan	0.037030730945	nan	0.163498732283	nan	0.0816137655537	nan	-0.0214797274105	nan	-0.221567788538	nan
CTSB	nan	nan	nan	nan	nan	nan	0.773491470191	nan	nan	nan	0.30400618689	nan
PPIB	0.00863030514344	nan	0.0285691521968	nan	-0.182786075742	nan	0.430508908041	nan	0.197599959885	nan	0.284545872884	nan
-	nan	nan	nan	nan	nan	nan	0.492078535043	nan	0.248107861596	nan	nan	nan
EEF1A1	nan	nan	nan	nan	nan	-0.385154896884	nan	nan	nan	nan	nan	nan
FKBP2	0.13750352375	nan	0.258217389536	nan	-0.214240225573	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	-0.652901329378	nan	-0.749038426467	nan	nan	nan	nan	nan	nan	nan
FTH1	nan	nan	nan	nan	nan	nan	0.465938397579	nan	-0.10835717809	nan	0.126580496565	nan
GLUD1	nan	nan	nan	nan	-0.284545872884	nan	nan	nan	nan	nan	nan	nan
CAPNS1	-0.126580496565	nan	0.0186341741391	nan	0.0690146779152	nan	0.270555993166	nan	-0.0510240030245	nan	nan	nan
GNAI2	0.187767747046	nan	nan	nan	nan	nan	0.496142467423	nan	0.267079617892	nan	0.200912693926	nan
ATP5J	nan	nan	nan	nan	-0.388355456626	nan	nan	nan	nan	nan	nan	nan
HK1	nan	nan	nan	nan	nan	nan	nan	nan	0.156820109743	nan	nan	nan
CCT6A	0.102993993323	nan	0.0786098346964	nan	0.115033242946	nan	0.114035243246	nan	nan	nan	nan	nan
ATP5J	nan	nan	nan	nan	nan	nan	0.373327247394	nan	nan	nan	0.125006361067	nan
ANXA2	-0.0816137655537	nan	-0.0709665213541	nan	-0.109358756037	nan	0.426625473554	nan	0.121863233373	nan	0.237863830099	nan
LAMB1	nan	nan	nan	nan	nan	nan	nan	nan	-0.0949116470255	nan	nan	nan
CCT2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0962618530584	nan
FLNC	0.0229004021101	nan	nan	nan	nan	nan	0.0469210473875	nan	-0.121678556588	nan	nan	nan
-	nan	nan	nan	1.33642766458	nan	nan	nan	nan	nan	nan	nan	nan
S100A11	0.0454429707612	nan	-0.0174170530774	nan	0.0662614422687	nan	0.477944250839	nan	0.226003674889	nan	0.261880711217	nan
LRPAP1	-0.0439433475876	nan	-0.0380063225797	nan	-0.132894270497	nan	nan	nan	nan	nan	nan	nan
NUDT21	0.909965066758	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
LMAN1	nan	nan	nan	nan	0.578214165472	nan	1.49817873458	nan	1.09541956508	nan	1.94341647163	nan
ATP1A1	-0.334607228958	nan	nan	nan	-0.248107861596	nan	nan	nan	nan	nan	nan	nan
S100A6	nan	nan	nan	nan	nan	nan	nan	nan	0.0862010350493	nan	nan	nan
TUBB2A	0.3662522637	nan	0.667210912481	nan	0.417920007812	nan	0.0188780102057	nan	nan	nan	nan	nan
ETFA	nan	nan	nan	nan	-0.147202107181	nan	0.32553934844	nan	nan	nan	nan	nan
YBX1	nan	nan	nan	nan	nan	nan	0.244685095955	nan	-0.0565835283664	nan	0.0262050703474	nan
NUCB1	-0.0588936890536	nan	nan	nan	-0.171368418312	nan	nan	nan	nan	nan	nan	nan
PKM	0.0157829972409	nan	0.00575926928868	nan	0.0621217119078	nan	0.0908029370083	nan	-0.0731347046302	nan	-0.125651101662	nan
FLNB	nan	nan	nan	nan	nan	nan	0.415037499279	nan	nan	nan	0.486004020633	nan
COX5A	-0.148800661407	nan	-0.136061549576	nan	nan	nan	nan	nan	nan	nan	nan	nan
COL6A1	0.168642035559	nan	nan	nan	-0.0740005814438	nan	nan	nan	nan	nan	nan	nan
COL6A1	nan	nan	nan	nan	nan	-2.19629228571	nan	-1.20037879798	nan	-1.14665522212	nan	nan
KPNA4	nan	nan	nan	nan	nan	nan	0.129733929604	nan	nan	nan	nan	nan
GOT2	nan	nan	nan	nan	nan	nan	0.608232280044	nan	nan	nan	nan	nan
COPG1	nan	nan	nan	nan	nan	nan	0.0543922968186	nan	nan	nan	nan	nan
CTGF	nan	nan	nan	nan	5.41149403995	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	0.0229004021101	nan	nan	nan	nan	nan	nan	nan	nan	nan
SEC23A	nan	nan	nan	nan	nan	nan	0.144010302692	nan	-0.104336659815	nan	nan	nan
CAND1	-1.22431729826	nan	-0.694321256758	nan	nan	nan	nan	nan	nan	nan	nan	nan
HNRNPUL1	-0.373327247394	nan	-0.426625473554	nan	-0.49410907027	nan	0.0877333719336	nan	0.37706964908	nan	nan	nan
GFPT2	0.564622052437	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
LAP3	nan	nan	nan	nan	nan	nan	nan	nan	0.954557029239	nan	nan	nan
ACSL3	nan	nan	nan	nan	nan	nan	0.399730246491	nan	nan	nan	nan	nan
ALCAM	nan	nan	nan	nan	nan	nan	0.24639546372	nan	nan	nan	0.0188780102057	nan
LONP1	nan	nan	-0.20589610144	nan	nan	nan	0.371459680737	nan	0.258425152581	nan	0.35660554652	nan
TUBA1B	nan	nan	nan	nan	nan	nan	0.055891200892	nan	nan	nan	nan	nan
CALU	-0.150400988849	nan	-0.332789087519	nan	-0.137647800468	nan	nan	nan	0.117161344233	nan	0.231074664436	nan
CALU	-0.0262050703474	nan	-0.0543922968186	nan	-0.13447704086	nan	nan	nan	nan	nan	0.215914857265	nan
MYO1B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0579700686373	nan
PDIA3	-0.0694518807521	nan	-0.0499049058263	nan	-0.227692025042	nan	0.401634794676	nan	0.161653263479	nan	0.226003674889	nan
PDLIM2	nan	nan	nan	nan	nan	nan	-0.158337027167	nan	-0.0186341741391	nan	0.0985055449524	nan
CTTN	nan	nan	0.00144197417391	nan	nan	nan	nan	nan	nan	nan	nan	nan
VIM	nan	0.51457317283	nan	nan	nan	nan	nan	0.483984852996	nan	0.327348370672	nan	nan
RPL3	nan	nan	nan	nan	nan	nan	0.16004041251	nan	-0.0690146779152	nan	-0.0214797274105	nan
MRC2	nan	nan	nan	nan	nan	nan	0.411195432984	nan	0.219269963524	nan	0.114035243246	nan
TGFBI	nan	1.04097178106	nan	nan	nan	0.81096617561	0.456009280335	nan	nan	nan	nan	nan
TGFBI	nan	nan	nan	nan	nan	nan	nan	1.17462139611	nan	1.06491747668	nan	0.873027143742
TUBA1B	-0.015957573903	nan	0.088141596869	nan	0.257010618206	nan	nan	nan	-0.0894981508391	nan	-0.266636642514	nan
GNB2L1	-0.015957573903	nan	-0.248107861596	nan	-0.136061549576	nan	nan	nan	nan	nan	nan	nan
VDAC1	nan	nan	nan	nan	nan	nan	0.375197234747	nan	0.045431429247	nan	0.345564459155	nan
TOM1	0.0200576523413	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ACTN1	0.132247798298	nan	0.163498732283	nan	0.279768421594	nan	0.202571917848	nan	0.0892673380971	nan	0.0469210473875	nan
GLO1	0.521050736901	nan	0.00288250853312	nan	nan	nan	nan	nan	nan	nan	-0.470927257475	nan
TPD52L2	nan	nan	nan	nan	0.243669080967	nan	nan	nan	nan	nan	nan	nan
ANXA4	nan	nan	nan	nan	nan	nan	nan	nan	0.579921884021	nan	nan	nan
ANXA4	nan	nan	nan	nan	0.295135249001	nan	0.469929257775	nan	nan	nan	nan	nan
CCT5	-0.0188780102057	nan	0.0703893278914	nan	0.121678556588	nan	0.0174170530774	nan	0.0	nan	-0.211635253327	nan
XRCC6	nan	nan	nan	nan	nan	nan	0.109358756037	nan	-0.0412429822319	nan	-0.136191386287	nan
MXRA8	nan	nan	nan	nan	nan	nan	0.428565884123	nan	0.473931188332	nan	nan	nan
GPI	-0.336427664582	nan	nan	nan	nan	nan	0.0985055449524	nan	0.0	nan	nan	nan
YWHAG	0.134878054343	nan	0.227741075839	-0.146655222119	0.487486349349	-1.93583687368	0.0862010350493	nan	-0.0243196791954	nan	-0.0551956542421	-0.151858816727
EEF1G	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0203404482842	nan
ADSL	nan	nan	nan	nan	nan	nan	0.40927822999	nan	nan	nan	nan	nan
EIF4B	-0.0086822430998	nan	nan	nan	-0.22263289055	nan	-0.0129261744443	nan	-0.486456955769	nan	-0.18903382439	nan
PBXIP1	nan	nan	nan	nan	nan	nan	nan	nan	-0.871055075087	nan	nan	nan
GPI	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.226508529809	nan
ACTG1	nan	nan	nan	nan	nan	-0.938097561074	nan	nan	nan	nan	nan	nan
PTGES3	-0.00578235259401	nan	0.207892851641	nan	0.22897256976	nan	nan	nan	nan	nan	nan	nan
ANXA4	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.424687669313	nan
POR	nan	nan	nan	nan	0.0607391578577	nan	0.364013496254	nan	nan	nan	nan	nan
PHB2	nan	nan	nan	nan	nan	nan	0.504304837376	nan	0.0862010350493	nan	0.773491470191	nan
ACTB	nan	nan	nan	nan	nan	nan	0.0335695326937	nan	nan	nan	nan	nan
SF3A3	-0.242976753493	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
HSPA1A	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.142740172116	nan
MMP2	nan	2.50635266602	nan	nan	nan	nan	nan	0.808437349299	nan	0.826232932263	nan	nan
HSPA1A	0.037030730945	nan	0.0908534304511	nan	0.858378925082	nan	nan	nan	nan	nan	nan	nan
PGK1	nan	nan	nan	nan	nan	nan	nan	nan	-0.180147861158	nan	-0.159629185821	nan
ARL6IP5	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.207561069935	nan
DDB1	nan	nan	nan	nan	nan	nan	nan	nan	-0.0565835283664	nan	nan	nan
HK1	nan	nan	nan	nan	nan	nan	0.334607228958	nan	nan	nan	nan	nan
APMAP	-0.242976753493	nan	-0.209227962138	nan	-0.284545872884	nan	nan	nan	0.395928676331	nan	0.314732593483	nan
FXR1	nan	nan	nan	nan	nan	nan	0.256700472112	nan	nan	nan	nan	nan
PLOD1	0.163498732283	nan	nan	nan	nan	nan	0.60603472434	nan	0.0203404482842	nan	nan	nan
DLD	-0.407363571393	nan	nan	nan	nan	nan	0.66428808968	nan	nan	nan	nan	nan
ATP5A1	nan	nan	nan	nan	nan	nan	nan	nan	0.0985055449524	nan	nan	nan
PGK1	nan	nan	nan	nan	-0.16004041251	nan	0.0484122051852	nan	nan	nan	nan	nan
CAP1	-0.045431429247	nan	-0.0262050703474	nan	-0.0634091701761	nan	0.118726938571	nan	-0.0621217119078	nan	-0.105678077895	nan
ITGAV	nan	nan	nan	nan	nan	nan	0.384583702737	nan	0.200912693926	nan	0.334607228958	nan
LASP1	0.452068230224	nan	0.314986485469	nan	-0.00723156923108	nan	-0.337996463515	nan	nan	nan	nan	nan
ALDH7A1	3.55200811111	nan	nan	nan	nan	nan	0.543719518489	nan	-0.155749232678	nan	-0.557777671395	nan
OGDH	0.0384361816561	nan	nan	nan	0.492622328574	nan	nan	nan	nan	nan	nan	nan
IPO5	0.237563718318	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
UQCRC1	0.35727047568	nan	0.196607044095	nan	-0.432454552356	nan	nan	nan	nan	nan	nan	nan
GANAB	-0.202571917848	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
STT3A	0.121678556588	nan	0.0356239097307	nan	0.0243196791954	nan	0.55427329665	nan	nan	nan	nan	nan
NUCB1	nan	nan	-0.0785636691937	nan	nan	nan	0.420819851873	nan	-0.130930869826	nan	0.0130430374756	nan
